Empresa;Agência;Modalidade;Estoque;Cliente;Asset;Emissão;Código;Taxa(%);;Custódia;Swap;PU;Qtde;Vlr. Ida;Vlr.Curva;Vlr.Vencto;Vlr.IRF;Vlr.IOF;Vlr.Líquido;Vencto;Índice(%);Código ISIN;Cond. Resgate;Data Liquidez
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065935 - 1000000;000013242 - AGORA CTVM S A;;26/01/2023;"=""CDB12385QML""";0,0000;SOVE;CETIP21;N;1.032,347143;21,00;21.000,00;21.679,29;21.679,29;0,00;0,00;21.679,29;28/01/2025;110,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065146 - 1000000;000013242 - AGORA CTVM S A;;14/09/2022;"=""CDB322OGFDU""";0,0000;SOVE;CETIP21;N;1.089,872609;23,00;23.000,00;25.067,07;25.067,07;0,00;0,00;25.067,07;16/09/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065025 - 1000000;000013242 - AGORA CTVM S A;;28/07/2022;"=""CDB32291OKH""";0,0000;SOVE;CETIP21;N;1.110,594000;5,00;5.000,00;5.552,97;5.552,97;0,00;0,00;5.552,97;29/07/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065055 - 1000000;000013242 - AGORA CTVM S A;;09/08/2022;"=""CDB322D92SD""";0,0000;SOVE;CETIP21;N;1.105,618000;65,00;65.000,00;71.865,17;71.865,17;0,00;0,00;71.865,17;09/08/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064977 - 1000000;000013242 - AGORA CTVM S A;;11/07/2022;"=""CDB322410DR""";0,0000;SOVE;CETIP21;N;1.119,731304;23,00;23.000,00;25.753,82;25.753,82;0,00;0,00;25.753,82;11/07/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064987 - 1000000;000013242 - AGORA CTVM S A;;13/07/2022;"=""CDB3224VNOA""";0,0000;SOVE;CETIP21;N;1.113,002476;105,00;105.000,00;116.865,26;116.865,26;0,00;0,00;116.865,26;13/07/2023;109,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000065014 - 1000000;000013242 - AGORA CTVM S A;;25/07/2022;"=""CDB3227WTRO""";0,0000;SOVE;CETIP21;N;1.112,441333;15,00;15.000,00;16.686,62;16.686,62;0,00;0,00;16.686,62;25/07/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064849 - 1000000;000013242 - AGORA CTVM S A;;27/05/2022;"=""CDB222HGMMO""";0,0000;SOVE;CETIP21;N;1.138,343500;20,00;20.000,00;22.766,87;22.766,87;0,00;0,00;22.766,87;27/05/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064925 - 1000000;000013242 - AGORA CTVM S A;;22/06/2022;"=""CDB222Q3A8B""";0,0000;SOVE;CETIP21;N;1.126,706164;73,00;73.000,00;82.249,55;82.249,55;0,00;0,00;82.249,55;24/06/2024;113,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064785 - 1000000;000013242 - AGORA CTVM S A;;11/05/2022;"=""CDB222CVCLZ""";0,0000;SOVE;CETIP21;N;1.141,634500;20,00;20.000,00;22.832,69;22.832,69;0,00;0,00;22.832,69;09/11/2023;111,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064740 - 1000000;000013242 - AGORA CTVM S A;;03/05/2022;"=""CDB2229F9B4""";0,0000;SOVE;CETIP21;N;1.149,345333;15,00;15.000,00;17.240,18;17.240,18;0,00;0,00;17.240,18;02/05/2025;114,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064644 - 1000000;000013242 - AGORA CTVM S A;;30/03/2022;"=""CDB122MAEXW""";0,0000;SOVE;CETIP21;N;1.151,357333;15,00;15.000,00;17.270,36;17.270,36;0,00;0,00;17.270,36;28/09/2023;107,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB DI;1000000000000064649 - 1000000;000013242 - AGORA CTVM S A;;04/04/2022;"=""CDB2220YMA7""";0,0000;SOVE;CETIP21;N;1.156,507500;28,00;28.000,00;32.382,21;32.382,21;0,00;0,00;32.382,21;02/04/2024;111,50;"=""""";N;
