Empresa;Agência;Modalidade;Estoque;Cliente;Asset;Emissão;Código;Taxa(%);;Custódia;Swap;PU;Qtde;Vlr. Ida;Vlr.Curva;Vlr.Vencto;Vlr.IRF;Vlr.IOF;Vlr.Líquido;Vencto;Índice(%);Código ISIN;Cond. Resgate;Data Liquidez
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059922 - 1000000;000013242 - AGORA CTVM S A;;02/08/2018;"=""CDB3184KL5P""";12,3000;SOVE;CETIP21;N;1.724,665538;130,00;130.000,00;224.206,52;229.849,67;0,00;0,00;224.206,52;10/07/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000064362 - 1000000;000013242 - AGORA CTVM S A;;24/11/2021;"=""CDB421DQNRV""";12,6500;SOVE;CETIP21;N;1.182,142950;200,00;200.000,00;236.428,59;285.906,20;0,00;0,00;236.428,59;25/11/2024;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000058937 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;08/06/2018;"=""CDB21891CCM""";13,4000;SOVE;CETIP21;N;1.840,969000;10,00;10.000,00;18.409,69;18.715,36;0,00;0,00;18.409,69;09/06/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000058893 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;07/06/2018;"=""CDB2188SWR2""";13,4000;SOVE;CETIP21;N;1.841,888783;115,00;115.000,00;211.817,21;215.226,74;0,00;0,00;211.817,21;07/06/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060101 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;14/08/2018;"=""CDB31869E1E""";13,0000;SOVE;CETIP21;N;1.768,880000;2,00;2.000,00;3.537,76;3.675,94;0,00;0,00;3.537,76;14/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060413 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;23/08/2018;"=""CDB3187IK8T""";13,3000;SOVE;CETIP21;N;1.784,705200;25,00;25.000,00;44.617,63;46.560,06;0,00;0,00;44.617,63;23/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060631 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;30/08/2018;"=""CDB31889H8X""";13,4000;SOVE;CETIP21;N;1.787,558125;16,00;16.000,00;28.600,93;29.929,65;0,00;0,00;28.600,93;30/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060719 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;03/09/2018;"=""CDB3188MKVH""";13,8000;SOVE;CETIP21;N;1.815,006400;50,00;50.000,00;90.750,32;95.233,59;0,00;0,00;90.750,32;04/09/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060260 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;20/08/2018;"=""CDB3187095S""";13,0000;SOVE;CETIP21;N;1.765,455750;40,00;40.000,00;70.618,23;73.554,57;0,00;0,00;70.618,23;21/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060145 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;15/08/2018;"=""CDB3186GUVM""";13,0000;SOVE;CETIP21;N;1.768,026500;20,00;20.000,00;35.360,53;36.759,45;0,00;0,00;35.360,53;15/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000061221 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;21/09/2018;"=""CDB318BKAYN""";12,9000;SOVE;CETIP21;N;1.738,838000;10,00;10.000,00;17.388,38;18.298,86;0,00;0,00;17.388,38;21/09/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062867 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;11/02/2019;"=""CDB1195V2VN""";9,4000;SOVE;CETIP21;N;1.455,581000;10,00;10.000,00;14.555,81;15.648,30;0,00;0,00;14.555,81;14/02/2024;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062355 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;12/12/2018;"=""CDB418ATGDF""";10,4000;SOVE;CETIP21;N;1.536,527500;100,00;100.000,00;153.652,75;163.678,94;0,00;0,00;153.652,75;12/12/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062262 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;03/12/2018;"=""CDB4188P8LM""";10,2000;SOVE;CETIP21;N;1.528,598077;26,00;26.000,00;39.743,55;42.190,21;0,00;0,00;39.743,55;04/12/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062586 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;04/01/2019;"=""CDB1190BT91""";9,6000;SOVE;CETIP21;N;1.480,671000;20,00;20.000,00;29.613,42;31.571,32;0,00;0,00;29.613,42;04/01/2024;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060662 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;31/08/2018;"=""CDB3188EZCC""";13,8000;SOVE;CETIP21;N;1.815,937867;75,00;75.000,00;136.195,34;142.777,11;0,00;0,00;136.195,34;31/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060465 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;24/08/2018;"=""CDB3187NGRU""";13,5000;SOVE;CETIP21;N;1.798,462769;65,00;65.000,00;116.900,08;122.124,11;0,00;0,00;116.900,08;24/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060879 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;10/09/2018;"=""CDB3189R34D""";13,6000;SOVE;CETIP21;N;1.796,704333;210,00;210.000,00;377.307,91;396.489,71;0,00;0,00;377.307,91;11/09/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000061123 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;19/09/2018;"=""CDB318B93C1""";13,1000;SOVE;CETIP21;N;1.754,640769;13,00;13.000,00;22.810,33;23.999,13;0,00;0,00;22.810,33;19/09/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060834 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;06/09/2018;"=""CDB3189EZYM""";13,7000;SOVE;CETIP21;N;1.804,903000;10,00;10.000,00;18.049,03;18.953,78;0,00;0,00;18.049,03;06/09/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060055 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;13/08/2018;"=""CDB31862QZX""";13,2000;SOVE;CETIP21;N;1.784,419429;35,00;35.000,00;62.454,68;64.930,01;0,00;0,00;62.454,68;14/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000058856 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;06/06/2018;"=""CDB2188K8WP""";13,3000;SOVE;CETIP21;N;1.834,922000;20,00;20.000,00;36.698,44;37.266,51;0,00;0,00;36.698,44;06/06/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000058527 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;15/05/2018;"=""CDB2185UXPF""";11,3000;SOVE;CETIP21;N;1.693,502000;20,00;20.000,00;33.870,04;34.086,56;0,00;0,00;33.870,04;15/05/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059478 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;11/07/2018;"=""CDB3181SBRP""";12,3000;SOVE;CETIP21;N;1.737,415000;24,00;24.000,00;41.697,96;42.767,16;0,00;0,00;41.697,96;11/07/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062416 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;19/12/2018;"=""CDB418BY02L""";10,1000;SOVE;CETIP21;N;1.515,586667;15,00;15.000,00;22.733,80;24.221,37;0,00;0,00;22.733,80;19/12/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060560 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;28/08/2018;"=""CDB3187Y5F0""";13,3000;SOVE;CETIP21;N;1.782,054167;36,00;36.000,00;64.153,95;67.046,49;0,00;0,00;64.153,95;28/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060758 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;04/09/2018;"=""CDB3188WJJ4""";13,9000;SOVE;CETIP21;N;1.821,431500;20,00;20.000,00;36.428,63;38.240,81;0,00;0,00;36.428,63;04/09/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062721 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;21/01/2019;"=""CDB1192R48H""";9,6000;SOVE;CETIP21;N;1.474,758500;20,00;20.000,00;29.495,17;31.582,81;0,00;0,00;29.495,17;22/01/2024;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062988 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;11/03/2019;"=""CDB1199VK4P""";9,3000;SOVE;CETIP21;N;1.440,848667;15,00;15.000,00;21.612,73;23.365,71;0,00;0,00;21.612,73;11/03/2024;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059882 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;31/07/2018;"=""CDB31843NYI""";12,2000;SOVE;CETIP21;N;1.719,031500;40,00;40.000,00;68.761,26;70.963,06;0,00;0,00;68.761,26;31/07/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059918 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;02/08/2018;"=""CDB3184KKRS""";12,4000;SOVE;CETIP21;N;1.731,893000;20,00;20.000,00;34.637,86;35.797,63;0,00;0,00;34.637,86;02/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060149 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;15/08/2018;"=""CDB3186GUVN""";12,8000;SOVE;CETIP21;N;1.753,482609;23,00;23.000,00;40.330,10;41.902,05;0,00;0,00;40.330,10;15/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000058785 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;30/05/2018;"=""CDB2187LD0K""";12,3000;SOVE;CETIP21;N;1.760,764000;10,00;10.000,00;17.607,64;17.819,65;0,00;0,00;17.607,64;30/05/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000058844 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;05/06/2018;"=""CDB2188BXFU""";12,6000;SOVE;CETIP21;N;1.781,305000;18,00;18.000,00;32.063,49;32.519,68;0,00;0,00;32.063,49;05/06/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059948 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;06/08/2018;"=""CDB31850JXX""";12,0000;SOVE;CETIP21;N;1.701,594000;10,00;10.000,00;17.015,94;17.591,74;0,00;0,00;17.015,94;07/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062667 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;14/01/2019;"=""CDB1191RX79""";9,6000;SOVE;CETIP21;N;1.477,443000;10,00;10.000,00;14.774,43;15.791,40;0,00;0,00;14.774,43;15/01/2024;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059904 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;01/08/2018;"=""CDB3184C3E6""";12,3000;SOVE;CETIP21;N;1.725,459535;43,00;43.000,00;74.194,76;76.624,48;0,00;0,00;74.194,76;01/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059622 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;17/07/2018;"=""CDB3182JRNW""";12,6000;SOVE;CETIP21;N;1.756,316500;40,00;40.000,00;70.252,66;72.231,95;0,00;0,00;70.252,66;17/07/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060504 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;27/08/2018;"=""CDB3187SLX8""";13,3000;SOVE;CETIP21;N;1.782,937000;10,00;10.000,00;17.829,37;18.633,25;0,00;0,00;17.829,37;28/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060599 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;29/08/2018;"=""CDB31884GZT""";13,5000;SOVE;CETIP21;N;1.795,753500;60,00;60.000,00;107.745,21;112.729,96;0,00;0,00;107.745,21;29/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062223 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;29/11/2018;"=""CDB4188BT4L""";10,6000;SOVE;CETIP21;N;1.554,230000;10,00;10.000,00;15.542,30;16.516,09;0,00;0,00;15.542,30;29/11/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062321 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;07/12/2018;"=""CDB4189ZNGK""";10,3000;SOVE;CETIP21;N;1.532,281000;10,00;10.000,00;15.322,81;16.294,19;0,00;0,00;15.322,81;07/12/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000066104 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;08/03/2023;"=""CDB123MT7OY""";10,4000;SOVE;CETIP21;N;1.011,848000;5,00;5.000,00;5.059,24;5.249,44;0,00;0,00;5.059,24;04/09/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062190 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;27/11/2018;"=""CDB4187YLG6""";10,7000;SOVE;CETIP21;N;1.561,650375;80,00;80.000,00;124.932,03;132.724,82;0,00;0,00;124.932,03;27/11/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062686 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;16/01/2019;"=""CDB119278B5""";9,6000;SOVE;CETIP21;N;1.476,368667;15,00;15.000,00;22.145,53;23.626,87;0,00;0,00;22.145,53;16/01/2024;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062577 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;03/01/2019;"=""CDB119019YC""";9,6000;SOVE;CETIP21;N;1.481,210000;15,00;15.000,00;22.218,15;23.678,49;0,00;0,00;22.218,15;03/01/2024;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059038 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;15/06/2018;"=""CDB2189X0O2""";13,6000;SOVE;CETIP21;N;1.852,089250;80,00;80.000,00;148.167,14;150.967,29;0,00;0,00;148.167,14;15/06/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000063024 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;18/03/2019;"=""CDB119AWVNV""";9,1000;SOVE;CETIP21;N;1.427,582250;40,00;40.000,00;57.103,29;61.742,37;0,00;0,00;57.103,29;18/03/2024;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060209 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;17/08/2018;"=""CDB3186U53G""";13,0000;SOVE;CETIP21;N;1.766,312353;221,00;221.000,00;390.355,03;406.191,97;0,00;0,00;390.355,03;17/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062142 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;23/11/2018;"=""CDB4187MJ9T""";10,4000;SOVE;CETIP21;N;1.544,390000;10,00;10.000,00;15.443,90;16.367,89;0,00;0,00;15.443,90;23/11/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062337 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;10/12/2018;"=""CDB418AA34B""";10,4000;SOVE;CETIP21;N;1.537,734500;20,00;20.000,00;30.754,69;32.748,64;0,00;0,00;30.754,69;11/12/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060374 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;22/08/2018;"=""CDB3187D5YK""";13,7000;SOVE;CETIP21;N;1.815,046912;68,00;68.000,00;123.423,19;128.885,73;0,00;0,00;123.423,19;22/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059928 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;03/08/2018;"=""CDB3184THZK""";12,2000;SOVE;CETIP21;N;1.716,677320;97,00;97.000,00;166.517,70;172.085,42;0,00;0,00;166.517,70;03/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059213 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;25/06/2018;"=""CDB218AWQE5""";13,2000;SOVE;CETIP21;N;1.815,413500;20,00;20.000,00;36.308,27;37.102,86;0,00;0,00;36.308,27;26/06/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000061007 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;14/09/2018;"=""CDB318AODEJ""";13,4000;SOVE;CETIP21;N;1.778,660000;10,00;10.000,00;17.786,60;18.706,03;0,00;0,00;17.786,60;14/09/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000061610 - 1000000;000009105 - ATIVA INVESTIMENTOS SA CTCV;;11/10/2018;"=""CDB41823BTU""";11,6000;SOVE;CETIP21;N;1.639,373750;40,00;40.000,00;65.574,95;69.093,19;0,00;0,00;65.574,95;11/10/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000059058 - 1000000;000044237 - BANCO BRADESCO S A;;18/06/2018;"=""CDB218A35VA""";13,5000;SOVE;CETIP21;N;1.843,296045;220,00;220.000,00;405.525,13;409.827,17;0,00;0,00;405.525,13;23/05/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000061779 - 1000000;000044237 - BANCO BRADESCO S A;;25/10/2018;"=""CDB4183PSJL""";11,1000;SOVE;CETIP21;N;1.600,523360;250,00;250.000,00;400.130,84;419.294,71;0,00;0,00;400.130,84;29/09/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062726 - 1000000;000044237 - BANCO BRADESCO S A;;22/01/2019;"=""CDB1192X465""";9,6000;SOVE;CETIP21;N;1.474,222115;104,00;104.000,00;153.319,10;163.158,83;0,00;0,00;153.319,10;27/12/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000066063 - 1000000;000002305 - BANCO BTG PACTUAL SA;;23/02/2023;"=""CDB123H9NHB""";10,5000;SOVE;CETIP21;N;1.015,572000;5,00;5.000,00;5.077,86;5.251,78;0,00;0,00;5.077,86;22/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060414 - 1000000;000002305 - BANCO BTG PACTUAL SA;;23/08/2018;"=""CDB3187IK8V""";13,5000;SOVE;CETIP21;N;1.799,366720;125,00;125.000,00;224.920,84;234.854,09;0,00;0,00;224.920,84;23/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060108 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;14/08/2018;"=""CDB31869EIR""";12,9000;SOVE;CETIP21;N;1.761,590667;15,00;15.000,00;26.423,86;27.211,44;0,00;0,00;26.423,86;19/07/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062750 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;23/01/2019;"=""CDB1193493F""";9,5000;SOVE;CETIP21;N;1.468,006000;5,00;5.000,00;7.340,03;7.809,07;0,00;0,00;7.340,03;28/12/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000061653 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;16/10/2018;"=""CDB4182I34I""";13,1000;SOVE;CETIP21;N;1.739,280260;1.000,00;1.000.000,00;1.739.280,26;3.499.135,73;0,00;0,00;1.739.280,26;02/01/2029;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060987 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;13/09/2018;"=""CDB318AHYSN""";13,6000;SOVE;CETIP21;N;1.793,978667;30,00;30.000,00;53.819,36;56.127,83;0,00;0,00;53.819,36;18/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060815 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;05/09/2018;"=""CDB31897U3C""";13,8000;SOVE;CETIP21;N;1.813,144000;5,00;5.000,00;9.065,72;9.430,98;0,00;0,00;9.065,72;10/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000060885 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;10/09/2018;"=""CDB3189R3GO""";13,6000;SOVE;CETIP21;N;1.796,704118;17,00;17.000,00;30.543,97;31.805,77;0,00;0,00;30.543,97;15/08/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000061403 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;01/10/2018;"=""CDB41806M3L""";14,9000;SOVE;CETIP21;N;1.877,562550;1.000,00;1.000.000,00;1.877.562,55;4.131.673,62;0,00;0,00;1.877.562,55;02/01/2029;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000061968 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;09/11/2018;"=""CDB4185X3I5""";10,9000;SOVE;CETIP21;N;1.581,183333;6,00;6.000,00;9.487,10;9.974,38;0,00;0,00;9.487,10;16/10/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062210 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;28/11/2018;"=""CDB41885VXO""";10,6000;SOVE;CETIP21;N;1.554,852000;15,00;15.000,00;23.322,78;24.616,17;0,00;0,00;23.322,78;03/11/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062687 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;16/01/2019;"=""CDB119278B1""";9,6000;SOVE;CETIP21;N;1.476,368725;102,00;102.000,00;150.589,61;159.730,38;0,00;0,00;150.589,61;21/12/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062623 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;08/01/2019;"=""CDB1190VQIE""";9,5000;SOVE;CETIP21;N;1.473,833455;55,00;55.000,00;81.060,84;85.930,77;0,00;0,00;81.060,84;13/12/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062244 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;30/11/2018;"=""CDB4188I0VB""";10,5000;SOVE;CETIP21;N;1.547,476000;5,00;5.000,00;7.737,38;8.165,74;0,00;0,00;7.737,38;06/11/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000062607 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;07/01/2019;"=""CDB1190K4JV""";9,5000;SOVE;CETIP21;N;1.474,364348;46,00;46.000,00;67.820,76;71.869,38;0,00;0,00;67.820,76;12/12/2023;0,00;"=""""";N;
001 - BANCO FATOR S/A;00027 - AGENCIA SAO PAULO;CDB PRE;1000000000000064357 - 1000000;000011452 - EASYNVEST TITULO CORRETORA DE VALOR;;24/11/2021;"=""CDB421DQNRZ""";12,5000;SOVE;CETIP21;N;1.179,932000;5,00;5.000,00;5.899,66;7.089,25;0,00;0,00;5.899,66;11/11/2024;0,00;"=""""";N;
